name	taxonomy_id	taxonomy_lv	D_AM2	D_AM3	D_AM4	D_AM5	D_AM6	D_AM7	D_AM8	D_AM9	D_AM10	D_AM11	D_AM12	D_AM13	D_AM14	D_AM15	D_AM16	D_AM17	D_AM18	D_AM19	D_AM20	D_AM21	D_AM22	D_AM23	D_AM24	D_AM25	D_AM26	D_AM27	D_AM28	D_AM29	D_AM32	D_AM34	D_AM36	D_AM37	D_AM38	D_AM39	D_AM40	D_AM41	D_AM42	D_AM43	D_AM44	D_AM45	D_AM46	D_AM47	D_AM48	D_TT76	D_TT88	H_BP1	H_BP3	H_BP4	H_BP5	H_BP6	H_BP7	H_TT1	H_TT2	H_TT3	H_TT4	H_TT5	H_TT7	H_TT8	H_TT9	H_TT10	H_TT11	H_TT12	H_TT15	H_TT16	H_TT17	H_TT18	H_TT21	H_TT20	H_TT23	H_TT24	H_TT28	H_TT29	H_TT41	H_TT51	H_TT52	H_TT54	H_TT55	H_TT56	H_TT59	H_TT60	H_TT62	H_TT65	H_TT69	H_TT71	H_TT74	H_TT81
Candidatus Ichthyocystis hellenicum	1561003	S	0	0	18	0	0	35	0	829	7	0	0	0	0	0	0	24	0	0	0	0	0	22	0	0	0	5	95	0	7	0	20	0	0	6	10	88	7	0	8	5	5	0	0	0	0	28	0	7	0	51	51	0	12	0	0	50	0	654	198	27	0	0	383	20	56	0	57	0	0	97	0	35	5	0	188	189	14	35	0	44	46	69	0	1062	0	0
Tepidimonas taiwanensis	307486	S	0	0	8	0	37	10	102	769	508	25	39	56	189	62	18	901	1165	746	0	513	22	147	31	339	842	65	32	0	0	38	53	115	120	0	316	111	77	113	19	0	88	0	10	23	0	0	112	37	80	393	20	152	105	13	66	0	0	0	20	132	1834	26	50	40	303	7	281	0	0	130	304	0	0	0	67	96	0	211	18	0	1422	6160	783	489	1000	134
Neisseria meningitidis	487	S	0	0	45	21	0	31	0	2215	60	69	76	14	268	96	20	134	0	0	30	0	39	386	21	0	0	44	1424	20	258	0	38	581	0	58	48	0	90	0	25	123	499	29	0	188	32	0	0	0	42	381	183	0	70	0	135	75	0	0	198	0	24	29	452	625	158	0	27	187	19	362	0	0	0	0	6718	82	90	2075	23	124	85	974	126	3082	0	100
Kingella oralis	505	S	0	0	13	0	39	0	0	29	0	0	5	0	19	40	7	117	0	10	10	0	6	44	18	0	9	0	29	0	0	7	23	0	152	0	51	0	0	8	17	7	12	0	30	20	14	0	0	10	14	186	36	0	9	0	41	26	0	0	0	102	0	7	0	94	68	0	0	9	0	67	0	11	16	0	173	20	0	34	0	0	32	48	26	56	7	58
Prevotella sp. Rep29	2691580	S	0	0	34	0	0	0	0	170	6	26	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	33	11	14	0	6	0	0	5	0	70	10	0	0	0	0	0	0	0	0	29	2323	0	0	0	38	0	0	29	33	0	0	8547	9	0	0	384	72	0	0	114	37	0	0	522	0	308	0	0	44	1207	0	21	0	27	759	0	256	7	0	0
Prevotella sp. oral taxon 475	712471	S	0	0	32	0	0	0	0	633	11	165	0	0	0	5	14	34	23	5	0	28	12	16	16	0	7	0	110	52	11	5	37	20	0	0	0	64	6	0	0	0	0	0	15	22	0	48	1967	0	23	0	146	0	0	60	101	14	7	29719	7	0	0	1550	994	21	29	204	204	8	33	2075	37	1162	0	0	142	4785	10	118	0	179	4459	23	1793	13	0	8
Prevotella sp. E13-17	2913616	S	0	0	21	0	0	0	21	56	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2179	0	0	0	0	0	0	0	22	0	0	2527	0	0	0	103	232	0	6	223	23	0	0	62	25	71	0	0	84	109	0	33	0	0	170	0	44	0	0	0
Prevotella corporis	28128	S	0	0	193	0	0	0	15	3096	0	520	0	0	0	14	25	14	49	95	0	0	127	0	23	0	146	0	101	14	25	0	27	45	63	0	10	622	6	0	0	0	0	0	0	63	0	428	126933	149	0	69	40	42	0	378	225	0	129	184859	115	0	0	1583	49178	61	58	1671	269	22	7	4900	413	6118	23	0	7949	4908	0	1588	11	32	3205	50	4614	16	10	0
Prevotella herbatica	2801997	S	0	0	29	0	0	0	0	622	0	248	0	0	0	0	38	30	6	11	0	36	11	12	10	0	18	0	219	68	5	0	20	12	0	0	0	101	0	0	0	0	0	0	0	20	0	83	745	0	0	0	189	18	0	104	60	0	6	34294	67	0	0	1661	637	0	0	167	226	9	21	2078	151	1915	0	0	124	5453	0	52	0	130	5526	0	1316	24	0	0
Hoylesella enoeca	76123	S	0	0	99	0	0	0	0	248	13	193	0	0	0	0	0	34	25	0	0	83	24	23	9	0	0	0	92	0	8	0	56	0	0	0	19	0	0	0	14	0	0	0	0	23	13	154	1533	0	0	30	123	10	12	76	41	0	0	15730	0	0	0	480	1146	17	25	157	139	0	0	1233	132	1217	13	0	83	2202	0	1073	28	22	1642	0	416	0	0	52
Pseudoprevotella muciniphila	2133944	S	0	0	20	0	0	0	0	97	47	35	0	0	0	0	0	64	31	0	0	63	9	29	20	0	0	0	82	14	0	0	21	0	0	10	18	0	0	0	9	0	0	0	0	0	0	20	148	0	17	0	103	10	11	22	21	0	0	5923	0	0	17	437	207	36	23	32	184	0	25	404	0	201	0	0	20	915	0	31	0	59	1477	16	371	0	0	24
Paraprevotella xylaniphila	454155	S	0	0	14	0	0	0	0	69	28	44	0	0	0	0	0	19	0	0	0	0	18	24	0	0	0	0	34	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	795	0	0	0	28	0	0	6	22	0	0	7693	0	0	0	439	124	10	0	74	29	0	0	374	0	326	0	0	36	746	0	6	0	62	1230	0	531	0	0	0
Salinivirga cyanobacteriivorans	1307839	S	0	0	10	9	0	0	0	83	0	532	0	0	0	0	16	0	14	0	0	0	0	0	0	0	0	0	11	0	55	0	18	14	34	0	0	45	0	0	0	0	0	0	0	15	0	0	358	0	0	34	8	0	0	14	20	0	0	3745	0	0	0	186	392	0	0	213	207	0	17	352	236	94	0	0	391	420	0	641	0	35	515	0	160	0	0	0
Pseudocnuella soli	2502779	S	0	0	32	0	0	0	0	459	429	0	0	0	0	0	0	63	23	16	0	17	0	2485	0	0	18	9	0	0	0	0	0	24	0	0	0	150	0	166	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	17	11	0	10	0	0	0	36	16	80	15	0	20	0	0	0	125	0	0	0	0	0	0	131	0	0	45	4214	0	0	0	19
Flavisolibacter ginsenosidimutans	661481	S	0	0	7	0	0	0	0	1028	512	0	0	0	0	32	0	26	75	0	0	0	0	5641	0	0	0	7	0	19	0	27	19	13	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	78	21	0	0	0	0	15	0	0	0	0	0	0	208	12	15	0	0	0	0	14	0	0	20	0	62	0	0	30	64	0	323	329	0	0	0	0
Leptospira kobayashii	1917830	S	0	0	86	0	0	38	7	21	21	0	12	5	0	0	16	40	6	0	0	0	0	6	8	0	0	6	16	112	45	10	85	280	79	108	27	55	0	16	13	34	91	15	0	14	5	21	18	0	0	0	53	0	16	0	0	11	0	0	34	0	53	20	118	0	7	0	0	0	14	27	0	0	0	0	113	0	251	46	949	36	53	142	18	70	0	0
Helicobacter pylori	210	S	0	0	17	0	0	0	0	0	5634	2589	0	0	5	23	0	3044	0	0	0	0	82	46	0	0	0	11	1670	1312	0	0	0	114	0	259	0	0	0	1009	0	0	1649	0	0	0	0	0	42	0	0	0	333	6	9	16	0	0	11	406	0	5	15	2089	652	2528	19	130	29	2445	0	77	6798	334	22	0	28	22	22	1872	13	0	0	97	1024	9	84	0
Fusobacterium polymorphum	76857	S	0	0	52	0	0	89	63	2466	286	2321	114	0	0	26	74	0	0	0	0	178	82	0	0	135	47	0	1040	0	0	27	899	0	258	48	155	208	0	0	43	70	88	0	0	133	0	0	3033	0	0	234	215	0	0	416	0	0	0	172	1206	0	175	4667	4928	260	111	0	2210	170	0	193	1546	1931	0	0	43	2635	57	2085	0	5633	9376	264	0	204	0	0
Fusobacterium canifelinum	285729	S	0	0	6	0	19	0	0	98	0	69	6	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	256	161	0	0	14	0	0	0	5	0	0	357	0	0	0	0	0	32	0	67	215	653	162	0	0	1044	831	0	0	0	976	0	21	111	967	4500	0	0	0	0	0
Fusobacterium vincentii	155615	S	0	0	8	0	0	13	0	66	25	84	12	23	54	61	22	197	321	0	0	0	37	0	0	16	0	0	719	95	226	0	0	0	0	18	0	0	0	0	0	0	29	0	0	0	0	0	25048	0	0	0	8	0	194	17	0	0	0	23	248	0	12	477	1410	165	298	671	864	839	0	119	2086	751	0	0	0	982	7	210	0	1086	6326	8	0	21	0	0
Granulicella sp. WH15	2602070	S	0	0	26	0	0	0	0	0	14	25	0	0	0	0	0	0	0	10	0	0	0	67	5	0	0	0	115	0	33	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	3158	0	0	0	369	104	8	0	114	108	0	0	212	141	24	0	0	248	154	0	224	8	15	221	39	68	0	0	0
Luteitalea pratensis	1855912	S	0	0	10	0	0	10	33	232	62	0	20	7	0	8	0	13	0	6	0	69	37	1011	0	0	0	0	703	9	0	0	24	56	0	0	10	0	0	0	0	0	21	0	0	0	0	19	116	0	0	0	40	0	29	8	6	5	8	1431	7	0	38	256	105	46	27	0	124	0	0	112	0	0	0	0	72	126	12	0	10	0	243	59	107	46	13	0
Aspergillus puulaauensis	1220207	S	0	0	17	8	0	0	21	181	312	0	0	0	98	0	0	326	47	0	0	410	66	0	0	0	0	18	76	79	44	82	996	197	173	35	237	174	113	68	82	64	71	0	0	40	35	114	52	0	48	47	275	21	55	0	229	10	0	11	266	0	44	107	28	105	38	19	23	127	83	59	26	0	42	0	0	0	15	3846	0	20	595	1333	536	58	101	13
Debaryomyces hansenii	4959	S	0	0	21	29	27	0	74	73	257	107	15	23	0	45	38	185	53	19	116	13	0	0	14	0	0	5	23	0	0	13	67	13	0	25	37	247	10	13	11	0	0	0	22	8	27	0	27	7	0	40	0	12	27	0	72737	27	0	0	145	0	18	23	0	58	53	0	30	0	39	41	0	0	6	0	0	15	0	16	16	34	0	0	41	0	56	43
Plasmodium relictum	85471	S	0	0	14	0	0	13	21	87	67	274	0	0	0	52	0	7982	5	0	16	11	0	146	0	0	0	0	88	0	49	9	175	604	248	35	270	130	89	0	18	0	54	0	0	0	57	0	34	0	25	0	108	203	47	0	12	0	0	65	33	0	69	32	0	152	335	0	5	154	0	100	42	5	17	0	1700	22	0	605	10	0	198	623	79	46	0	22
Toxoplasma gondii	5811	S	0	0	20	0	0	0	0	23	1457	0	6	21	0	73	42	1639	0	0	0	0	8	695	14	0	0	0	134	28	28	7	134	201	95	30	56	49	79	0	30	9	169	0	35	0	0	0	58	24	0	0	0	142	138	0	0	9	0	135	965	19	91	168	17	184	199	0	0	34	0	152	54	0	0	0	391	18	0	491	15	8	412	220	125	23	22	0
Methylobacterium brachiatum	269660	S	0	0	0	11	0	0	78	53	0	0	0	0	0	29	9	0	0	40	16	0	0	36	0	0	0	0	0	0	0	0	34	0	0	0	38	0	0	0	0	0	45	0	0	32	27	0	0	0	0	0	0	36	0	0	15	0	0	0	0	0	0	0	0	57	21	0	16	55	0	0	234	0	0	0	0	0	0	61	0	18	8	134	0	0	165	0
Sphingomonas sp. CL5.1	2653203	S	0	0	0	6	0	0	0	0	16	0	0	0	0	0	65	50	0	0	0	0	47	1983	0	0	0	0	0	18	42	49	19	87	0	0	19	0	0	0	0	0	0	0	0	10	70	97	64	0	0	0	0	0	0	0	35	0	0	0	0	0	73	0	0	248	103	0	0	18	0	0	0	0	0	0	0	0	0	69	0	0	1029	183	317	0	29	0
Comamonas terrigena	32013	S	0	0	0	6	66	0	0	70	105	0	0	0	14	173	34	83	97	73	41	25	0	53	0	20	70	0	0	0	0	13	93	529	746	17	82	694	0	23	13	10	0	0	0	0	0	0	34	0	25	0	17	21	29	7	0	15	0	0	0	0	52	17	0	58	537	0	0	23	57	15	0	76	0	0	0	0	0	84	57	64	0	488	96	0	150	8
Pseudoduganella armeniaca	2072590	S	0	0	0	19	0	0	0	67	95	0	0	0	0	284	0	150	0	0	77	0	0	3235	0	0	0	0	30	0	0	0	62	0	258	0	16	0	45	0	0	36	0	0	0	0	0	0	64	0	0	92	0	0	0	0	40	0	0	0	0	0	0	0	0	127	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	36	0	0	0
Pseudoduganella albidiflava	321983	S	0	0	0	19	0	0	0	0	0	0	0	0	0	57	0	0	0	0	21	0	0	812	0	0	0	0	0	0	0	0	65	0	901	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	201	76	53	0	0
Telluria mixta	34071	S	0	0	0	14	0	0	0	514	63	0	0	0	0	730	21	0	57	0	37	0	0	152	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	22	0	14	0	0	0	0	0	0	0	0	0	35	28	0	0	0	151	0	0	0	17	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2656	0	0	229	206	310	0	0	0
Piscinibacter sp. XHJ-5	3037797	S	0	0	0	30	0	0	67	0	28	0	0	0	12	24	32	61	61	25	0	0	0	242	0	0	30	0	6	0	0	22	7	0	0	0	9	0	121	15	0	0	6	0	22	0	0	0	0	0	0	6	0	0	0	0	17	0	0	0	0	0	37	45	7	0	163	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	251	27	0	0	9
Nocardioides sambongensis	2589074	S	0	0	0	96	0	0	0	35	20	0	0	0	0	18	0	9	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	261	56	0	54	0	0	0	0	0	0	0	0	0	0	0	897	8	17	25	53	0	0	0	8	0	0	348	0	0	0	2474	0	0	12	0	0	0	0	38	0	71	0	0	111	81	0	67	0	0	425	0	0	0	0	0
Micrococcus sp. SL257	2995171	S	0	0	0	353	0	0	231	0	0	0	0	0	0	0	276	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1157	0	235	0	0
Corynebacterium jeddahense	1414719	S	0	0	0	18	7	9	52	37	14	0	17	9	0	33	82	177	10	62	74	29	0	42	0	0	5	27	169	37	25	18	1555	41	17	0	127	0	146	33	16	0	6	0	60	29	32	20	20	14	18	20	118	0	9	0	144	7	0	208	129	0	19	114	36	427	156	0	20	0	7	103	56	62	8	0	155	20	7	49	975	0	125	50	340	803	5	91
Corynebacterium atypicum	191610	S	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	13	7	0	18	0	0	67	0	0	0	13	52	0	11	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	2279	0	0	0	28	6	0	0	109	0	0	1160	4683	19	12	164	261	85	0	47	129	8	16	0	349	455	22	222	27	0	2377	46	0	29	10	7
Rhodococcus qingshengii	334542	S	0	0	0	43	0	0	204	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	85	109	0	0	0	9	24	27	0	0	92	0	0	0	83	0	0	0	49	0	0	19	35	0	0	129	254	3728	76	154	58	0	0	76	92	37	0	0	50	0	0	76	72	0	451	331	56	125	0	0
Staphylococcus pettenkoferi	170573	S	0	0	0	116	26	0	47	13	27	90	48	17	10	48	20	36	52	140	584	87	11	31	20	21	122	43	27	11	11	41	14	6	50	5	13	158	0	15	7	23	15	0	27	16	11	17	56	0	79	0	107	9	5	71	120	112	0	11	84	8	28	114	24	34	50	0	39	0	0	12	0	0	5	5	27	10	5	66	17	0	41	381	17	12	26	20
Caproicibacterium amylolyticum	2766537	S	0	0	0	6	32	0	0	0	5	14	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	13	0	41	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	10	0	0	0	521	0	0	0	56	152	14	0	121	85	0	0	250	69	477	0	0	140	654	0	135	0	39	0	26	51	0	0	0
Veillonella dispar	39778	S	0	0	0	8	0	0	0	0	0	0	0	0	0	0	182	61	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	94	0	0	0	21	0	0	27	0	0	0	939	0	0	0	0	66	0	0	125	0	354	0	0	0	0	119	0	0	139	1228	84	0	0	0	0
Selenomonas ruminantium	971	S	0	0	0	5	0	14	0	10	0	73	0	0	0	0	32	58	0	0	0	0	0	0	6	0	0	0	41	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	58	0	0	0	402	0	0	8	0	0	0	411	0	0	0	127	588	0	0	565	207	0	0	17	0	193	0	0	435	146	0	16	23	0	82	9	134	9	0	0
Phascolarctobacterium faecium	33025	S	0	0	0	20	0	0	0	237	0	306	0	0	0	0	0	13	0	13	0	14	0	0	0	0	0	0	53	0	276	0	15	14	0	0	0	0	0	0	0	0	0	0	0	30	0	32	270	0	0	0	72	0	0	37	0	0	0	9477	27	0	0	1158	1337	0	31	1842	1039	0	33	846	820	700	19	0	577	1013	0	826	0	101	1576	67	279	0	0	0
Leptolyngbya sp. BL0902	1115757	S	0	0	0	23	0	0	0	0	29	0	0	0	5	57	0	199	815	0	0	5	23	80	0	0	0	0	23	5	0	0	13	27	212	9	0	112	47	32	94	0	0	0	0	0	0	0	30	0	0	0	9	20	0	0	29	11	0	0	0	16	11	10	0	250	31	0	0	0	14	0	0	0	0	0	0	0	0	19	5	0	5019	444	14	0	0	0
Chryseobacterium taklimakanense	536441	S	0	0	0	57	0	31	0	200	0	0	0	0	0	15	9	37	16	0	0	1775	0	61	0	34	9	0	0	64	0	31	0	19	28	0	40	0	0	24	0	6	0	0	0	0	0	0	0	0	54	24	82	24	473	0	0	21	0	57	62	0	0	100	159	68	0	0	27	0	0	19	380	0	0	0	0	43	28	40	0	0	0	332	23	0	0	50
Phocaeicola coprophilus	387090	S	0	0	0	19	0	0	0	26	76	0	0	0	0	0	0	0	0	0	21	17	23	31	0	0	0	0	53	0	0	0	0	13	0	10	25	0	0	15	137	0	0	0	0	0	0	0	40	43	0	36	62	0	0	0	0	0	0	56	0	0	0	374	0	54	36	0	14	0	0	121	0	0	0	0	0	0	0	9	0	51	67	0	178	0	48	16
Hymenobacter sublimis	2933777	S	0	0	0	5	0	0	0	0	182	0	0	0	0	0	0	0	121	0	0	0	0	4392	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	14	0	0	0	0	100	0	0	0	0	0	149	0	0	0	439	0	0	0	0	0	0	0	0	100	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	0
Fusobacterium pseudoperiodonticum	2663009	S	0	0	0	44	57	0	26	13	19	45	0	0	0	28	0	65	47	0	0	0	10	58	0	0	0	36	42	6	12	12	18	33	45	0	15	115	0	0	0	0	0	0	0	0	0	23	47	0	16	0	38	58	41	12	0	0	0	25	0	0	0	47	95	10	13	0	52	34	0	7	63	59	0	0	0	130	6	10	0	92	736	333	22	0	12	10
Leptotrichia sp. oral taxon 212	712357	S	0	0	0	25	0	0	0	59	24	13	0	0	11	97	43	53	0	0	0	28	0	31	0	0	0	0	10	0	0	0	42	0	0	0	29	73	15	42	17	13	0	28	23	11	20	0	120	0	7	91	67	16	33	55	16	11	58	0	0	0	15	0	0	115	927	0	14	12	6	138	0	6	0	0	10	0	0	38	0	0	120	36	51	0	72	26
Gemmata obscuriglobus	114	S	0	0	0	7	72	0	0	0	2207	0	0	0	0	43	0	0	0	0	0	0	0	742	0	0	0	0	14	98	0	0	0	31	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	40	0	22	0	0	9	0	0	0	0	0	0	0	0	0	0	65	192	0	45	0	0	0	0	0	0	0	66	0	0	661	94	37	0	16	0
Luteitalea sp. TBR-22	2802971	S	0	0	0	13	28	0	0	0	0	0	0	0	0	0	0	0	49	0	0	61	0	1076	0	0	0	0	210	0	0	0	0	0	0	0	7	81	0	17	0	17	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	71	0	0	153	0	0	0	356	212	0	0	0
Schaalia radingae	131110	S	0	0	0	0	114	248	13	74	7	68	0	0	0	0	0	18	0	0	0	10	0	9	104	0	0	0	56	0	0	0	11	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	4641	26	0	0	125	0	0	0	6	86	0	1265	98	0	0	23065	1270	22	25	42	41	9	0	20	71	347	0	0	625	1130	0	8	364	0	1677	13	0	16	7	0
Fannyhessea vaginae	82135	S	0	0	0	0	53	0	0	159	32	24366	0	0	0	0	11	61	6	490	0	0	319	9	0	0	688	0	326	0	62031	0	21	0	141	0	0	362	0	0	0	0	685	0	0	92941	8	8143	4182	0	0	0	93	0	0	14033	23	0	0	3324	395	0	0	9451	708	38	0	1295025	103	0	0	86322	0	213	21	0	360452	1656	8	2704	0	140	281	88	367	0	10	0
Thermophilibacter immobilis	2779519	S	0	0	0	0	106	0	0	201	0	54	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	27	0	0	19	0	0	0	1069	0	0	0	41	190	0	0	78	80	0	0	215	0	95	0	0	92	602	0	497	0	0	0	0	185	0	0	0
Aerococcus viridans	1377	S	0	0	0	0	53	0	0	0	59	0	0	16	0	251	19	21	0	12	18	842	0	0	0	0	19	0	164	0	0	13	52	0	356	0	56	0	0	0	27	0	0	0	0	0	0	195	0	139	0	0	0	57	157	0	25	14	0	0	0	0	0	789	0	0	39	0	0	0	120	0	0	0	0	0	0	0	0	0	0	53	0	87	0	0	0	0
Veillonella atypica	39777	S	0	0	0	0	1029	402	32	1388	18	24	0	0	0	8	23	89	0	70	20	22	0	0	0	0	20	0	33	0	909	9	30	7	117	0	23	1189	305	42	20	0	12	0	0	0	0	1205	0	0	58	4753	3444	83	0	0	23	5	0	6366	2322	275	0	31	0	55	165	279	5621	0	1203	7065	31035	37083	418	29	14746	2656	2774	1277	62	22393	1588	64246	55	463	0	835
Megasphaera stantonii	2144175	S	0	0	0	0	38	60	0	142	0	780	0	0	0	0	0	0	0	12	0	0	0	0	0	0	21	0	599	0	140	0	16	0	0	0	0	0	127	0	0	0	0	0	0	10	0	37	210	0	0	0	1953	0	0	123	0	0	0	1657	270	0	0	849	2299	0	19	14712	1088	15	8	293	183	790	147	0	6207	882	0	3721	97	114	532	2039	1564	66	0	200
Acutalibacter muris	1796620	S	0	0	0	0	70	0	0	328	0	3288	0	0	0	0	34	21	27	21	0	0	16	0	0	0	29	0	97	0	328	0	105	12	0	0	0	141	0	0	0	0	0	0	0	73	0	34	566	0	0	33	0	0	0	132	22	0	0	6167	27	0	0	471	1371	6	54	1418	786	0	20	682	531	742	9	0	934	2556	5	1332	0	186	939	0	760	0	0	0
Pseudoclostridium thermosuccinogenes	84032	S	0	0	0	0	36	0	0	1104	0	2095	0	0	0	0	0	0	0	16	0	0	0	0	0	0	22	0	25	0	14	0	21	8	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	35	27	0	0	7	0	0	0	2639	0	0	0	189	0	0	0	888	0	265	0	0	5	651	0	0	0	0	0	52	104	0	0	0
Lachnospira eligens	39485	S	0	0	0	0	48	828	0	8	14	0	0	0	112	6	55	147	13	2008	0	0	0	26	779	0	3019	0	0	347	0	0	0	0	0	2515	17	0	0	0	0	0	660	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	13	0	0	0	35	6	189	10	9	5	0	0	812	0	0	11	0	34	0	0	84	0	0	169	310	51	5	0	6
Butyrivibrio crossotus	45851	S	0	0	0	0	39	0	13	0	0	146	0	0	0	0	109	8	0	15	0	0	0	5	0	0	16	0	28	0	0	0	31	10	0	0	0	0	0	0	0	0	0	0	0	14	0	0	692	0	0	0	0	0	0	10	13	0	0	1551	0	0	0	617	107	0	0	0	9	0	39	528	0	97	0	0	138	211	0	77	0	228	91	0	76	0	0	0
Filifactor alocis	143361	S	0	0	0	0	33	10	0	20	0	19	13	0	0	54	0	398	0	0	0	26	0	0	0	0	0	0	20	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	12	0	28	475	0	0	76	244	7	109	0	24	0	0	438	0	0	24	396	322	12	11	114	0	0	11	15	0	780	0	0	33	229	0	18	90	14	999	36	38	12	15	23
Oscillatoria acuminata	118323	S	0	0	0	0	14	5	9	0	0	0	0	0	0	0	152	123	0	0	61	0	11	62	0	0	0	0	0	17	0	0	0	12	0	0	0	128	0	112	0	14	0	0	0	0	0	0	8	0	0	0	49	0	0	0	16	0	0	44	0	0	0	90	210	29	15	26	57	0	0	11	116	13	0	0	7	113	0	9	26	0	54	53	12	0	0	0
Pseudomonas sp. FP215	2738126	S	0	0	0	0	64	0	0	107	26	0	0	0	0	0	354	0	125	36	334	0	0	0	0	0	0	0	0	0	0	0	0	599	14121	0	0	0	94	0	0	184	0	0	0	0	0	0	67	0	0	124	0	0	38	0	0	292	0	0	35	45	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	262	0	0	0	46	0
Paroceanicella profunda	2579971	S	0	0	0	0	18	0	18	30	339	0	0	0	0	700	0	0	64	0	0	122	30	288	0	0	0	0	170	0	0	9	0	35	0	0	34	0	12	16	0	0	42	0	0	0	24	0	0	0	0	0	0	82	0	84	0	0	0	0	0	0	0	0	210	687	923	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	216	0	0	28
Sphingomonas profundi	2681549	S	0	0	0	0	7	0	0	0	16	0	11	0	0	0	19	82	0	0	19	0	0	91	0	0	0	0	0	0	0	0	10	24	73	0	16	0	0	56	0	0	0	0	0	0	34	0	75	0	0	0	0	0	21	0	8	0	0	0	0	0	0	0	0	85	78	0	0	0	0	0	491	0	0	0	0	0	0	1055	0	0	184	76	0	21	0	10
Brevundimonas sp. Bb-A	2560058	S	0	0	0	0	98	0	0	74	86	0	0	0	0	0	123	87	0	17	0	0	117	1319	0	0	0	0	0	0	0	0	44	46	214	0	41	0	0	34	127	52	69	0	27	20	0	0	191	53	0	0	0	0	60	0	29	0	0	0	0	0	0	0	0	373	153	0	90	0	25	689	0	0	0	0	0	32	0	373	0	0	721	98	0	36	10	0
Hydrogenophaga sp. PBC	795665	S	0	0	0	0	29	0	0	34	115	0	0	0	0	0	0	82	37	14	0	63	0	0	0	41	21	0	10	0	0	0	6	189	76	0	53	0	0	0	0	0	8	0	0	0	0	0	29	0	0	0	14	49	10	0	0	0	0	0	0	0	113	0	0	53	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	44	0	94	15
uncultured Hydrogenophaga sp.	199683	S	0	0	0	0	59	0	0	0	65	0	0	0	0	0	0	51	35	13	41	57	0	0	23	13	22	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	24	39	0	0	12	12	0	0	0	0	0	0	0	16	18	0	0	37	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	26	0	65	9
